formal_config_id,method,formal_seed,worker_count,rounds,checkpoint_count,partial_sha256,config_sha256,expected_config_sha256,final_depth,final_total_work,final_per_worker_work,final_eval_work,passed,errors,task_id,region,epsilon,source
ME-DOL-FO__coarse__m2__seed3,ME-DOL-FO,3,2,960,21,e65ac84a4dc3c1f0f2822f93f47d77cfc01fbab9ffba89fe4ee1e3c302510a20,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,1920,960,172032,True,,ME-DOL-FO__coarse__m2__seed3,coarse,0.1,run
ME-DOL-FO__coarse__m2__seed4,ME-DOL-FO,4,2,960,21,bf11cf234dc24a4b7c5383d59a632fb38ecaa2dd41d9f4930dbbf9302febfd25,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,1920,960,172032,True,,ME-DOL-FO__coarse__m2__seed4,coarse,0.1,run
ME-DOL-FO__coarse__m2__seed5,ME-DOL-FO,5,2,960,21,8eeaa32a681ee726bd76d449bc78da4758fd759da240e516387da715cec878f0,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,1920,960,172032,True,,ME-DOL-FO__coarse__m2__seed5,coarse,0.1,run
ME-DOL-FO__coarse__m2__seed6,ME-DOL-FO,6,2,960,21,97709a21af1a59dface70de4991d51876c108ef8f2159f728e454e7830a1803b,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,1920,960,172032,True,,ME-DOL-FO__coarse__m2__seed6,coarse,0.1,run
ME-DOL-FO__coarse__m2__seed7,ME-DOL-FO,7,2,960,21,d772a3cbc07705433b1e89eecd4fbae92d4b0b26b645bb6abe8daafddd330d5e,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,1920,960,172032,True,,ME-DOL-FO__coarse__m2__seed7,coarse,0.1,run
ME-DOL-FO__coarse__m2__seed8,ME-DOL-FO,8,2,960,21,c9edbe285a8c104a512319659b04d1f3b122f7204edc792af9146fd3f7cbc3b8,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,1920,960,172032,True,,ME-DOL-FO__coarse__m2__seed8,coarse,0.1,run
ME-DOL-FO__coarse__m2__seed9,ME-DOL-FO,9,2,960,21,f4017d7e9ac3d9bd9cf43d84c8d099d0e4dab1466dc56487bb1e8fe76bb4da2c,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,1920,960,172032,True,,ME-DOL-FO__coarse__m2__seed9,coarse,0.1,run
ME-DOL-FO__coarse__m4__seed0,ME-DOL-FO,0,4,960,21,0ee987899df1d19d3c224505b720717aa691a7bc6cbca05be4474f003ef3f83c,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,3840,960,172032,True,,ME-DOL-FO__coarse__m4__seed0,coarse,0.1,run
ME-DOL-FO__coarse__m4__seed1,ME-DOL-FO,1,4,960,21,502aa3ebd9effc8b44613f8d418e5963d860f7bae8c311696dc2f022190c53f4,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,3840,960,172032,True,,ME-DOL-FO__coarse__m4__seed1,coarse,0.1,run
ME-DOL-FO__coarse__m4__seed2,ME-DOL-FO,2,4,960,21,3663586e3f8c378fb90634576b7f27a3433f6c38935710f0f39f2d0a02e623cd,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,3840,960,172032,True,,ME-DOL-FO__coarse__m4__seed2,coarse,0.1,run
ME-DOL-FO__coarse__m4__seed3,ME-DOL-FO,3,4,960,21,0d59fd6f31c5764af95148ede47f92673a8243b0c76fc89d0e4fa1d1ae930e9d,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,3840,960,172032,True,,ME-DOL-FO__coarse__m4__seed3,coarse,0.1,run
ME-DOL-FO__coarse__m4__seed4,ME-DOL-FO,4,4,960,21,630b0c3f9194012c9cee520329f53e0147321caf17aaa4b59a639ba0ce54c5a0,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,3840,960,172032,True,,ME-DOL-FO__coarse__m4__seed4,coarse,0.1,run
ME-DOL-FO__coarse__m4__seed5,ME-DOL-FO,5,4,960,21,ca0b06adf5a1382096fe5568b4681471097e6fc28e38021389fa831236eb8985,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,3840,960,172032,True,,ME-DOL-FO__coarse__m4__seed5,coarse,0.1,run
ME-DOL-FO__coarse__m4__seed6,ME-DOL-FO,6,4,960,21,e82c028f1ba1ff77424c90ac54c51b7077da2cc9a434feb89e8d6cb5742f7176,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,3840,960,172032,True,,ME-DOL-FO__coarse__m4__seed6,coarse,0.1,run
ME-DOL-FO__coarse__m4__seed7,ME-DOL-FO,7,4,960,21,9c9c31c45c2a84066af3b76c18a6b2911439f30c2a0f4647c0f3380aee391141,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,3840,960,172032,True,,ME-DOL-FO__coarse__m4__seed7,coarse,0.1,run
ME-DOL-FO__coarse__m4__seed8,ME-DOL-FO,8,4,960,21,7d8ae72bb71af471f4adc415a00905954fdd83b310052f4944489c743c48884e,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,3840,960,172032,True,,ME-DOL-FO__coarse__m4__seed8,coarse,0.1,run
ME-DOL-FO__coarse__m4__seed9,ME-DOL-FO,9,4,960,21,918af628c479542aeb9e83abd0a6f3bde9b69307028cf55aec40735c0221726b,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,3840,960,172032,True,,ME-DOL-FO__coarse__m4__seed9,coarse,0.1,run
ME-DOL-FO__coarse__m8__seed0,ME-DOL-FO,0,8,960,21,bf6ebd3574cb344307a5eda5ada6ec7e397debf4d065b6dc2871708a004129d0,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,7680,960,172032,True,,ME-DOL-FO__coarse__m8__seed0,coarse,0.1,reuse-formal
ME-DOL-FO__coarse__m8__seed1,ME-DOL-FO,1,8,960,21,2947b02124806e0eff418f79d264163750a28b3c98dc72f17bacb16cc60865e5,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,7680,960,172032,True,,ME-DOL-FO__coarse__m8__seed1,coarse,0.1,reuse-formal
ME-DOL-FO__coarse__m8__seed2,ME-DOL-FO,2,8,960,21,8a2609d1e9ecb661e980d7c64dff6d251abb10b9f008322358610c455b3b535c,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,7680,960,172032,True,,ME-DOL-FO__coarse__m8__seed2,coarse,0.1,reuse-formal
ME-DOL-FO__coarse__m8__seed3,ME-DOL-FO,3,8,960,21,f5b098aa68a66d06806872ba96908dcc56fd45384db8491a67f4ccf74a262ce6,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,7680,960,172032,True,,ME-DOL-FO__coarse__m8__seed3,coarse,0.1,reuse-formal
ME-DOL-FO__coarse__m8__seed4,ME-DOL-FO,4,8,960,21,c7496699f2de00af4e2d4388ad4e6725064c18006fa132ec28c491cc4c61f17f,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,7680,960,172032,True,,ME-DOL-FO__coarse__m8__seed4,coarse,0.1,reuse-formal
ME-DOL-FO__coarse__m8__seed5,ME-DOL-FO,5,8,960,21,1cdbfad4c4da2ca6016d6dd78228bae402b74f0de32a1899435d701b1729a4f8,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,7680,960,172032,True,,ME-DOL-FO__coarse__m8__seed5,coarse,0.1,reuse-formal
ME-DOL-FO__coarse__m8__seed6,ME-DOL-FO,6,8,960,21,49fa9ef73983c9a7a994e93101ab5b88188e64509a9c0e8c3a8949f8f48890e1,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,7680,960,172032,True,,ME-DOL-FO__coarse__m8__seed6,coarse,0.1,reuse-formal
ME-DOL-FO__coarse__m8__seed7,ME-DOL-FO,7,8,960,21,02192854a78114b55b0334da5e935b00d37cdd218abb9cbcbde27d0a53323f03,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,7680,960,172032,True,,ME-DOL-FO__coarse__m8__seed7,coarse,0.1,reuse-formal
ME-DOL-FO__coarse__m8__seed8,ME-DOL-FO,8,8,960,21,1ea6a7b8083a14db242b6b334b36c6ebf9a97173948f1937b210f8c1a82543c4,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,7680,960,172032,True,,ME-DOL-FO__coarse__m8__seed8,coarse,0.1,reuse-formal
ME-DOL-FO__coarse__m8__seed9,ME-DOL-FO,9,8,960,21,448b715c114ec9b2ea1f54429c1f3417f0329cb1652a7f7f83711a7f0013b7a6,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,646e542ad3966df7c5f99ade1efaea00ef44a5944f2ac35a92b75a080124ac78,960,7680,960,172032,True,,ME-DOL-FO__coarse__m8__seed9,coarse,0.1,reuse-formal
ME-DOL-FO__medium__m1__seed0,ME-DOL-FO,0,1,960,21,2fe814b8422096f150f553c4e3c2ae5b15515e8ab15c125231d7f9039252529c,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,960,960,172032,True,,ME-DOL-FO__medium__m1__seed0,medium,0.01,run
ME-DOL-FO__medium__m1__seed1,ME-DOL-FO,1,1,960,21,5c594f4ecace7d13b87b13a04024b208f919efcef1ddf4de47b5a3fcf7d38fad,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,960,960,172032,True,,ME-DOL-FO__medium__m1__seed1,medium,0.01,run
ME-DOL-FO__medium__m1__seed2,ME-DOL-FO,2,1,960,21,0829a944dddd9d38fc96655c1cd153f597dcc393aefea9aaeced4bbb83de5838,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,960,960,172032,True,,ME-DOL-FO__medium__m1__seed2,medium,0.01,run
ME-DOL-FO__medium__m1__seed3,ME-DOL-FO,3,1,960,21,3eab4b26ad3b74a0df4ce391c86767437baf88c3b39a56cf99df93f1a3bda4dc,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,960,960,172032,True,,ME-DOL-FO__medium__m1__seed3,medium,0.01,run
ME-DOL-FO__medium__m1__seed4,ME-DOL-FO,4,1,960,21,5485d9650fff251f7d2b8165718ae7fda1bc2943d8d83fe3c87d9d20f4b279ab,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,960,960,172032,True,,ME-DOL-FO__medium__m1__seed4,medium,0.01,run
ME-DOL-FO__medium__m1__seed5,ME-DOL-FO,5,1,960,21,cbbd3389e5125f4a930692b47ca5fd6a804ed5a171e0239ffd916d44aeb69add,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,960,960,172032,True,,ME-DOL-FO__medium__m1__seed5,medium,0.01,run
ME-DOL-FO__medium__m1__seed6,ME-DOL-FO,6,1,960,21,75b4f274ee3cf73838d032830c37bb2d612fe59688f4bccebf2815687cc0f457,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,960,960,172032,True,,ME-DOL-FO__medium__m1__seed6,medium,0.01,run
ME-DOL-FO__medium__m1__seed7,ME-DOL-FO,7,1,960,21,5a8bfac901b26cdc17e12a7fe9b396ba5db6295e200259abe4bfd64715f94a4f,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,960,960,172032,True,,ME-DOL-FO__medium__m1__seed7,medium,0.01,run
ME-DOL-FO__medium__m1__seed8,ME-DOL-FO,8,1,960,21,20dab4fcd18f88cd708f07796079ca80bbb6c5bfc46f2506c4f18d08192a7860,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,960,960,172032,True,,ME-DOL-FO__medium__m1__seed8,medium,0.01,run
ME-DOL-FO__medium__m1__seed9,ME-DOL-FO,9,1,960,21,74b32cab6c06045c8f2de52b9b5c8fd8c22e963598cbf633f3d7ee39e658ffa1,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,960,960,172032,True,,ME-DOL-FO__medium__m1__seed9,medium,0.01,run
ME-DOL-FO__medium__m2__seed0,ME-DOL-FO,0,2,960,21,199028ccb91de8cee9945ec653fd8311ef519d144bdc97388581a7b6b1b9b45b,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,1920,960,172032,True,,ME-DOL-FO__medium__m2__seed0,medium,0.01,run
ME-DOL-FO__medium__m2__seed1,ME-DOL-FO,1,2,960,21,06b1b02d4a23d41bb7e8c98e33452550d4f4352e1c3c2a35ec2412720b5961bb,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,1920,960,172032,True,,ME-DOL-FO__medium__m2__seed1,medium,0.01,run
ME-DOL-FO__medium__m2__seed2,ME-DOL-FO,2,2,960,21,a7aee2924d40eae1e7535c2929db00d0250ab9a7902c214134dcdc472f38db2c,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,1920,960,172032,True,,ME-DOL-FO__medium__m2__seed2,medium,0.01,run
ME-DOL-FO__medium__m2__seed3,ME-DOL-FO,3,2,960,21,542b213e47d778c1532e8e60e0470c8dd9ecfb47a23652a2c8e6c5976e95fc74,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,1920,960,172032,True,,ME-DOL-FO__medium__m2__seed3,medium,0.01,run
ME-DOL-FO__medium__m2__seed4,ME-DOL-FO,4,2,960,21,3d09727da01fde448717f8f30d80c2716432803964e290ff15050248e03cfec6,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,1920,960,172032,True,,ME-DOL-FO__medium__m2__seed4,medium,0.01,run
ME-DOL-FO__medium__m2__seed5,ME-DOL-FO,5,2,960,21,880b24448f93aa30c48f669096969862e7e7f784b8d6e0c3769bdbb96f5ad7bd,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,1920,960,172032,True,,ME-DOL-FO__medium__m2__seed5,medium,0.01,run
ME-DOL-FO__medium__m2__seed6,ME-DOL-FO,6,2,960,21,9a2e5bf8e7beb431f8366999f9bd4aa740d07160f21560af970eb1534ac51a5d,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,1920,960,172032,True,,ME-DOL-FO__medium__m2__seed6,medium,0.01,run
ME-DOL-FO__medium__m2__seed7,ME-DOL-FO,7,2,960,21,1c5a3984a2407ae2c68f7508b0f7211550f98424137d74a06b189968fb770415,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,1920,960,172032,True,,ME-DOL-FO__medium__m2__seed7,medium,0.01,run
ME-DOL-FO__medium__m2__seed8,ME-DOL-FO,8,2,960,21,46356399cadaacaddd086f2efdd2bd2b2e2cc9b304893ba9aa9c616f6eac3071,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,1920,960,172032,True,,ME-DOL-FO__medium__m2__seed8,medium,0.01,run
ME-DOL-FO__medium__m2__seed9,ME-DOL-FO,9,2,960,21,5156136347cd501c2739d618f6184b374cd66e1a1a3461186e8a13c1b438dc02,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,1920,960,172032,True,,ME-DOL-FO__medium__m2__seed9,medium,0.01,run
ME-DOL-FO__medium__m4__seed0,ME-DOL-FO,0,4,960,21,7e50fe75b74cfa621e72693ad617f1983217267006194d952189764ead7ff03e,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,3840,960,172032,True,,ME-DOL-FO__medium__m4__seed0,medium,0.01,run
ME-DOL-FO__medium__m4__seed1,ME-DOL-FO,1,4,960,21,1cdbd673095e7d5ce276cf6e2acba26782b59711fe0030c72adcf4195edc35f6,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,3840,960,172032,True,,ME-DOL-FO__medium__m4__seed1,medium,0.01,run
ME-DOL-FO__medium__m4__seed2,ME-DOL-FO,2,4,960,21,c2091da1e7abb109f7dfef5060cb31704478578a7e5687b16847083acca47bf5,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,3840,960,172032,True,,ME-DOL-FO__medium__m4__seed2,medium,0.01,run
ME-DOL-FO__medium__m4__seed3,ME-DOL-FO,3,4,960,21,b34625093680f3c6b7ddb77f209a0e6080ef41fd5bd0665c25f2bb72b1d94b02,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,3840,960,172032,True,,ME-DOL-FO__medium__m4__seed3,medium,0.01,run
ME-DOL-FO__medium__m4__seed4,ME-DOL-FO,4,4,960,21,e748cf3bc4f567641833046bd601211147e96280924d3890d4abd853c60df6d5,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,3840,960,172032,True,,ME-DOL-FO__medium__m4__seed4,medium,0.01,run
ME-DOL-FO__medium__m4__seed5,ME-DOL-FO,5,4,960,21,c82e860a4b8b6de2cd55d1706eff3dc5f744eb09af6ae68c8b3bce0d7be35213,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,3840,960,172032,True,,ME-DOL-FO__medium__m4__seed5,medium,0.01,run
ME-DOL-FO__medium__m4__seed6,ME-DOL-FO,6,4,960,21,48ec9cad8218ab85c08750e6dd492c2aece0f1c1e3811f7114813111ab8a3921,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,3840,960,172032,True,,ME-DOL-FO__medium__m4__seed6,medium,0.01,run
ME-DOL-FO__medium__m4__seed7,ME-DOL-FO,7,4,960,21,61c5d9e2923e81a39a11a6f2493b0e84b95ff656af9716995c5f0b70d7d6684d,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,3840,960,172032,True,,ME-DOL-FO__medium__m4__seed7,medium,0.01,run
ME-DOL-FO__medium__m4__seed8,ME-DOL-FO,8,4,960,21,f007248a6c8589a24b2e6a944638a15c3f13873eda370ebc19f6602f65fa8ccc,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,3840,960,172032,True,,ME-DOL-FO__medium__m4__seed8,medium,0.01,run
ME-DOL-FO__medium__m4__seed9,ME-DOL-FO,9,4,960,21,5c3f01d7af1ba6e455c623df5afab8cfeb5cc5fd9a304d3382354b22c8f2c760,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,3840,960,172032,True,,ME-DOL-FO__medium__m4__seed9,medium,0.01,run
ME-DOL-FO__medium__m8__seed0,ME-DOL-FO,0,8,960,21,06eaad8c3cf4454d0b7f3b6fc5197e16684911953123e2daa6d5b37a85fae978,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,7680,960,172032,True,,ME-DOL-FO__medium__m8__seed0,medium,0.01,reuse-formal
ME-DOL-FO__medium__m8__seed1,ME-DOL-FO,1,8,960,21,63bacca10e0977cbfc07ec9ccb51871088906ee8a8a67f3254345913480ab0de,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,7680,960,172032,True,,ME-DOL-FO__medium__m8__seed1,medium,0.01,reuse-formal
ME-DOL-FO__medium__m8__seed2,ME-DOL-FO,2,8,960,21,6ed7d4920fd655aec6f0ab2325cb039ef6e172db0b4bdb9557bbf9e94a8162ef,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,7680,960,172032,True,,ME-DOL-FO__medium__m8__seed2,medium,0.01,reuse-formal
ME-DOL-FO__medium__m8__seed3,ME-DOL-FO,3,8,960,21,1688dfc6424a40bc409141b5679eea6a0a1c458220ff8a81f62835bc0f30ecad,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,7680,960,172032,True,,ME-DOL-FO__medium__m8__seed3,medium,0.01,reuse-formal
ME-DOL-FO__medium__m8__seed4,ME-DOL-FO,4,8,960,21,07b697025a153d45e2989778e8eca1102e5850b5a2b1c1f9cb469a826dc38683,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,7680,960,172032,True,,ME-DOL-FO__medium__m8__seed4,medium,0.01,reuse-formal
ME-DOL-FO__medium__m8__seed5,ME-DOL-FO,5,8,960,21,0b11431bc473d16af531001b64b425ea19c50de36f258437a9b39d02602a306a,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,7680,960,172032,True,,ME-DOL-FO__medium__m8__seed5,medium,0.01,reuse-formal
ME-DOL-FO__medium__m8__seed6,ME-DOL-FO,6,8,960,21,1c625e17b2651fa1a081cf68e4219d8f9201c027240f702115b8088a5ed5830b,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,7680,960,172032,True,,ME-DOL-FO__medium__m8__seed6,medium,0.01,reuse-formal
ME-DOL-FO__medium__m8__seed7,ME-DOL-FO,7,8,960,21,cbb8541e8e2b7372a0b91a3b6bddcf6a31f030a3ca2969fbae8cc6844b7d331c,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,7680,960,172032,True,,ME-DOL-FO__medium__m8__seed7,medium,0.01,reuse-formal
ME-DOL-FO__medium__m8__seed8,ME-DOL-FO,8,8,960,21,20a11a2eb82ef9f12318bdbb5beb028947407c204ce3b8735e89e178c307d009,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,7680,960,172032,True,,ME-DOL-FO__medium__m8__seed8,medium,0.01,reuse-formal
ME-DOL-FO__medium__m8__seed9,ME-DOL-FO,9,8,960,21,626f4eb2bbcda98827edb8c8d8ace215df0541685cf9ea2e7ce9220c73e6bfeb,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,2e1876163b1b6024554c197dc7ba372254758e928630091a698a4ab995f7cc59,960,7680,960,172032,True,,ME-DOL-FO__medium__m8__seed9,medium,0.01,reuse-formal
