method,base_method,iteration,round,worker_count,eval_point,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,evaluation_delta,train_accuracy,delta,target_delta,smoothing_delta,lr_or_eta,batch_size,candidate_id,candidate_parameters,candidate_rounds,target_total_work,dataset,seed_role,small_batch,large_batch,restart_period,restart_mixing_rounds,epoch_length,domain_radius,theory_multiplier,smooth_B,data_B_per_worker,block_id,M,block_oracle_norm
NOG-ZO,NOG,2689,2689,8,y_bar,9.461459398269652,1,100001,200001,988732541,szo,344448,344448,43056,"[43056, 43056, 43056, 43056, 43056, 43056, 43056, 43056]",65536,2691,2691,0.4649596214294433,0.0595617555081844,0.002,0.7591904401779175,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,2689.0,1.0,1.2654495239257812
NOG-ZO,NOG,3073,3073,8,y_bar,10.822524547576904,1,100001,200001,988732541,szo,393600,393600,49200,"[49200, 49200, 49200, 49200, 49200, 49200, 49200, 49200]",73728,3075,3075,0.4561757743358612,0.0366581007838249,0.002,0.7592518925666809,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,3073.0,1.0,1.0957485437393188
NOG-ZO,NOG,3457,3457,8,y_bar,12.166489124298096,1,100001,200001,988732541,szo,442752,442752,55344,"[55344, 55344, 55344, 55344, 55344, 55344, 55344, 55344]",81920,3459,3459,0.4507497549057007,0.0540522262454032,0.002,0.7592825889587402,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,3457.0,1.0,0.9510073065757751
NOG-ZO,NOG,3841,3841,8,y_bar,13.510757207870483,1,100001,200001,988732541,szo,491904,491904,61488,"[61488, 61488, 61488, 61488, 61488, 61488, 61488, 61488]",90112,3843,3843,0.4430957436561584,0.0340099819004535,0.002,0.7633057832717896,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,3841.0,1.0,0.9517747759819032
NOG-ZO,NOG,4225,4225,8,y_bar,14.855050802230837,1,100001,200001,988732541,szo,541056,541056,67632,"[67632, 67632, 67632, 67632, 67632, 67632, 67632, 67632]",98304,4227,4227,0.4383143484592438,0.0368900597095489,0.002,0.7770338654518127,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,4225.0,1.0,0.9457150101661682
NOG-ZO,NOG,4609,4609,8,y_bar,16.199739456176758,1,100001,200001,988732541,szo,590208,590208,73776,"[73776, 73776, 73776, 73776, 73776, 73776, 73776, 73776]",106496,4611,4611,0.4320308864116668,0.0331316217780113,0.002,0.7847731709480286,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,4609.0,1.0,1.0093506574630735
NOG-ZO,NOG,4993,4993,8,y_bar,17.540668964385986,1,100001,200001,988732541,szo,639360,639360,79920,"[79920, 79920, 79920, 79920, 79920, 79920, 79920, 79920]",114688,4995,4995,0.4260202348232269,0.0302010159939527,0.002,0.7880285978317261,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,4993.0,1.0,0.7447630763053894
NOG-ZO,NOG,5377,5377,8,y_bar,18.881386518478397,1,100001,200001,988732541,szo,688512,688512,86064,"[86064, 86064, 86064, 86064, 86064, 86064, 86064, 86064]",122880,5379,5379,0.420347511768341,0.0326392687857151,0.002,0.7963207364082336,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,5377.0,1.0,0.942332684993744
NOG-ZO,NOG,5761,5761,8,y_bar,20.222612857818604,1,100001,200001,988732541,szo,737664,737664,92208,"[92208, 92208, 92208, 92208, 92208, 92208, 92208, 92208]",131072,5763,5763,0.4141357243061065,0.0276241693645715,0.002,0.8106938004493713,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,5761.0,1.0,0.916545569896698
NOG-ZO,NOG,6145,6145,8,y_bar,21.568927764892575,1,100001,200001,988732541,szo,786816,786816,98352,"[98352, 98352, 98352, 98352, 98352, 98352, 98352, 98352]",139264,6147,6147,0.4083404839038849,0.0317181833088398,0.002,0.8213199973106384,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,6145.0,1.0,1.1218870878219604
NOG-ZO,NOG,6529,6529,8,y_bar,22.916449785232544,1,100001,200001,988732541,szo,835968,835968,104496,"[104496, 104496, 104496, 104496, 104496, 104496, 104496, 104496]",147456,6531,6531,0.4017408788204193,0.0233002062886953,0.002,0.8245754241943359,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,6529.0,1.0,0.9235950708389282
NOG-ZO,NOG,6913,6913,8,y_bar,24.26247239112854,1,100001,200001,988732541,szo,885120,885120,110640,"[110640, 110640, 110640, 110640, 110640, 110640, 110640, 110640]",155648,6915,6915,0.3968082368373871,0.0296039935201406,0.002,0.8244218826293945,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,6913.0,1.0,0.9805694222450256
NOG-ZO,NOG,7297,7297,8,y_bar,25.60946011543274,1,100001,200001,988732541,szo,934272,934272,116784,"[116784, 116784, 116784, 116784, 116784, 116784, 116784, 116784]",163840,7299,7299,0.3920694291591644,0.0280295964330434,0.002,0.8284757733345032,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,7297.0,1.0,0.7363875508308411
NOG-ZO,NOG,7678,7678,8,y_bar,26.94611167907715,1,100001,200001,988732541,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",172032,7680,7680,0.3871980905532837,0.016664246097207,0.002,0.8339424729347229,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,7678.0,1.0,1.3319748640060425
NOG-ZO,NOG,1,1,8,y_bar,0.0369021892547607,2,100002,200002,1724320104,szo,384,384,48,"[48, 48, 48, 48, 48, 48, 48, 48]",8192,3,3,0.9999986290931702,0.3538959324359894,0.002,0.754921555519104,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,1.0,1.0,1.2545804977416992
NOG-ZO,NOG,385,385,8,y_bar,1.3884735107421875,2,100002,200002,1724320104,szo,49536,49536,6192,"[6192, 6192, 6192, 6192, 6192, 6192, 6192, 6192]",16384,387,387,0.8821389079093933,0.3538959324359894,0.002,0.7591904401779175,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,385.0,1.0,1.3870601654052734
NOG-ZO,NOG,769,769,8,y_bar,2.735464096069336,2,100002,200002,1724320104,szo,98688,98688,12336,"[12336, 12336, 12336, 12336, 12336, 12336, 12336, 12336]",24576,771,771,0.7488252520561218,0.3538959324359894,0.002,0.7591904401779175,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,769.0,1.0,1.192558526992798
NOG-ZO,NOG,1153,1153,8,y_bar,4.085349559783936,2,100002,200002,1724320104,szo,147840,147840,18480,"[18480, 18480, 18480, 18480, 18480, 18480, 18480, 18480]",32768,1155,1155,0.6155959963798523,0.3538959324359894,0.002,0.7591904401779175,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,1153.0,1.0,1.3094744682312012
NOG-ZO,NOG,1537,1537,8,y_bar,5.437068462371826,2,100002,200002,1724320104,szo,196992,196992,24624,"[24624, 24624, 24624, 24624, 24624, 24624, 24624, 24624]",40960,1539,1539,0.4987567067146301,0.1667852997779846,0.002,0.7591904401779175,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,1537.0,1.0,1.3478397130966189
NOG-ZO,NOG,1921,1921,8,y_bar,6.782989025115967,2,100002,200002,1724320104,szo,246144,246144,30768,"[30768, 30768, 30768, 30768, 30768, 30768, 30768, 30768]",49152,1923,1923,0.4876812994480133,0.1074265018105506,0.002,0.7591904401779175,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,1921.0,1.0,0.7504279017448425
NOG-ZO,NOG,2305,2305,8,y_bar,8.126792192459106,2,100002,200002,1724320104,szo,295296,295296,36912,"[36912, 36912, 36912, 36912, 36912, 36912, 36912, 36912]",57344,2307,2307,0.4740954339504242,0.073331706225872,0.002,0.7591904401779175,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,2305.0,1.0,0.849603533744812
NOG-ZO,NOG,2689,2689,8,y_bar,9.47490382194519,2,100002,200002,1724320104,szo,344448,344448,43056,"[43056, 43056, 43056, 43056, 43056, 43056, 43056, 43056]",65536,2691,2691,0.4648214280605316,0.0525407828390598,0.002,0.7591904401779175,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,2689.0,1.0,1.1070396900177002
NOG-ZO,NOG,3073,3073,8,y_bar,10.818263292312622,2,100002,200002,1724320104,szo,393600,393600,49200,"[49200, 49200, 49200, 49200, 49200, 49200, 49200, 49200]",73728,3075,3075,0.4583151042461395,0.0502425283193588,0.002,0.759466826915741,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,3073.0,1.0,1.0252834558486938
NOG-ZO,NOG,3457,3457,8,y_bar,12.165082216262816,2,100002,200002,1724320104,szo,442752,442752,55344,"[55344, 55344, 55344, 55344, 55344, 55344, 55344, 55344]",81920,3459,3459,0.4504179954528808,0.0330157354474067,0.002,0.7600810527801514,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,3457.0,1.0,0.9751764535903932
NOG-ZO,NOG,3841,3841,8,y_bar,13.511775016784668,2,100002,200002,1724320104,szo,491904,491904,61488,"[61488, 61488, 61488, 61488, 61488, 61488, 61488, 61488]",90112,3843,3843,0.444244772195816,0.0346486009657382,0.002,0.7641964554786682,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,3841.0,1.0,0.8334999084472656
NOG-ZO,NOG,4225,4225,8,y_bar,14.872121810913086,2,100002,200002,1724320104,szo,541056,541056,67632,"[67632, 67632, 67632, 67632, 67632, 67632, 67632, 67632]",98304,4227,4227,0.4377407431602478,0.0282965879887342,0.002,0.7757747173309326,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,4225.0,1.0,0.8240622878074646
NOG-ZO,NOG,4609,4609,8,y_bar,16.22436499595642,2,100002,200002,1724320104,szo,590208,590208,73776,"[73776, 73776, 73776, 73776, 73776, 73776, 73776, 73776]",106496,4611,4611,0.4313649535179138,0.0285197515040636,0.002,0.7827462553977966,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,4609.0,1.0,1.1797599792480469
NOG-ZO,NOG,4993,4993,8,y_bar,17.57776641845703,2,100002,200002,1724320104,szo,639360,639360,79920,"[79920, 79920, 79920, 79920, 79920, 79920, 79920, 79920]",114688,4995,4995,0.4248074293136596,0.0256961584091186,0.002,0.7885814309120178,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,4993.0,1.0,0.9253070950508118
NOG-ZO,NOG,5377,5377,8,y_bar,18.9271719455719,2,100002,200002,1724320104,szo,688512,688512,86064,"[86064, 86064, 86064, 86064, 86064, 86064, 86064, 86064]",122880,5379,5379,0.4194431900978088,0.0341246128082275,0.002,0.7961057424545288,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,5377.0,1.0,1.245850682258606
NOG-ZO,NOG,5761,5761,8,y_bar,20.278286695480347,2,100002,200002,1724320104,szo,737664,737664,92208,"[92208, 92208, 92208, 92208, 92208, 92208, 92208, 92208]",131072,5763,5763,0.4125691950321197,0.0279759652912616,0.002,0.807223379611969,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,5761.0,1.0,1.0437490940093994
NOG-ZO,NOG,6145,6145,8,y_bar,21.634783267974854,2,100002,200002,1724320104,szo,786816,786816,98352,"[98352, 98352, 98352, 98352, 98352, 98352, 98352, 98352]",139264,6147,6147,0.4059330523014068,0.0229755621403455,0.002,0.8196922540664673,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,6145.0,1.0,0.9144070148468018
NOG-ZO,NOG,6529,6529,8,y_bar,22.984473705291748,2,100002,200002,1724320104,szo,835968,835968,104496,"[104496, 104496, 104496, 104496, 104496, 104496, 104496, 104496]",147456,6531,6531,0.3999674916267395,0.0207400526851415,0.002,0.8246368169784546,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,6529.0,1.0,1.0910412073135376
NOG-ZO,NOG,6913,6913,8,y_bar,24.335018157958984,2,100002,200002,1724320104,szo,885120,885120,110640,"[110640, 110640, 110640, 110640, 110640, 110640, 110640, 110640]",155648,6915,6915,0.3946616053581238,0.0184621382504701,0.002,0.8289979100227356,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,6913.0,1.0,0.899462103843689
NOG-ZO,NOG,7297,7297,8,y_bar,25.68156147003174,2,100002,200002,1724320104,szo,934272,934272,116784,"[116784, 116784, 116784, 116784, 116784, 116784, 116784, 116784]",163840,7299,7299,0.3898735642433166,0.0177275668829679,0.002,0.8317005038261414,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,7297.0,1.0,0.8584008812904358
NOG-ZO,NOG,7678,7678,8,y_bar,27.017629146575928,2,100002,200002,1724320104,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",172032,7680,7680,0.3858897686004638,0.016025947406888,0.002,0.8335431814193726,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,7678.0,1.0,0.8704335689544678
NOG-ZO,NOG,1,1,8,y_bar,0.0365457534790039,3,100003,200003,1163900725,szo,384,384,48,"[48, 48, 48, 48, 48, 48, 48, 48]",8192,3,3,0.9999994039535522,0.3572016060352325,0.002,0.7383679747581482,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,1.0,1.0,1.077728033065796
NOG-ZO,NOG,385,385,8,y_bar,1.3823788166046145,3,100003,200003,1163900725,szo,49536,49536,6192,"[6192, 6192, 6192, 6192, 6192, 6192, 6192, 6192]",16384,387,387,0.881324052810669,0.3572016060352325,0.002,0.7591904401779175,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,385.0,1.0,1.8139103651046755
NOG-ZO,NOG,769,769,8,y_bar,2.72953724861145,3,100003,200003,1163900725,szo,98688,98688,12336,"[12336, 12336, 12336, 12336, 12336, 12336, 12336, 12336]",24576,771,771,0.7472431659698486,0.3572016060352325,0.002,0.7591904401779175,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,769.0,1.0,1.6184003353118896
NOG-ZO,NOG,1153,1153,8,y_bar,4.075817108154297,3,100003,200003,1163900725,szo,147840,147840,18480,"[18480, 18480, 18480, 18480, 18480, 18480, 18480, 18480]",32768,1155,1155,0.6141090393066406,0.3572016060352325,0.002,0.7591904401779175,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,1153.0,1.0,1.5982211828231812
NOG-ZO,NOG,1537,1537,8,y_bar,5.420033931732178,3,100003,200003,1163900725,szo,196992,196992,24624,"[24624, 24624, 24624, 24624, 24624, 24624, 24624, 24624]",40960,1539,1539,0.4978314042091369,0.1692894548177719,0.002,0.7591904401779175,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,1537.0,1.0,1.293973445892334
NOG-ZO,NOG,1921,1921,8,y_bar,6.767460107803345,3,100003,200003,1163900725,szo,246144,246144,30768,"[30768, 30768, 30768, 30768, 30768, 30768, 30768, 30768]",49152,1923,1923,0.4867917895317077,0.1058235839009285,0.002,0.7591904401779175,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,1921.0,1.0,0.6972441673278809
NOG-ZO,NOG,2305,2305,8,y_bar,8.114130020141602,3,100003,200003,1163900725,szo,295296,295296,36912,"[36912, 36912, 36912, 36912, 36912, 36912, 36912, 36912]",57344,2307,2307,0.4735577404499054,0.0767038986086845,0.002,0.7591904401779175,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,2305.0,1.0,0.8790991306304932
NOG-ZO,NOG,2689,2689,8,y_bar,9.46296525001526,3,100003,200003,1163900725,szo,344448,344448,43056,"[43056, 43056, 43056, 43056, 43056, 43056, 43056, 43056]",65536,2691,2691,0.4651431739330292,0.0592294819653034,0.002,0.7591904401779175,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,2689.0,1.0,1.1037672758102417
NOG-ZO,NOG,3073,3073,8,y_bar,10.807901859283447,3,100003,200003,1163900725,szo,393600,393600,49200,"[49200, 49200, 49200, 49200, 49200, 49200, 49200, 49200]",73728,3075,3075,0.4577736258506775,0.0521478839218616,0.002,0.7592825889587402,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,3073.0,1.0,0.8240494132041931
NOG-ZO,NOG,3457,3457,8,y_bar,12.15211582183838,3,100003,200003,1163900725,szo,442752,442752,55344,"[55344, 55344, 55344, 55344, 55344, 55344, 55344, 55344]",81920,3459,3459,0.4499857127666473,0.0407499223947525,0.002,0.7592825889587402,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,3457.0,1.0,0.7391715049743652
NOG-ZO,NOG,3841,3841,8,y_bar,13.50123167037964,3,100003,200003,1163900725,szo,491904,491904,61488,"[61488, 61488, 61488, 61488, 61488, 61488, 61488, 61488]",90112,3843,3843,0.44452965259552,0.0497095361351966,0.002,0.7628450989723206,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,3841.0,1.0,1.030493140220642
NOG-ZO,NOG,4225,4225,8,y_bar,14.846907377243042,3,100003,200003,1163900725,szo,541056,541056,67632,"[67632, 67632, 67632, 67632, 67632, 67632, 67632, 67632]",98304,4227,4227,0.4365561306476593,0.0263366121798753,0.002,0.7761432528495789,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,4225.0,1.0,1.074768304824829
NOG-ZO,NOG,4609,4609,8,y_bar,16.187692642211914,3,100003,200003,1163900725,szo,590208,590208,73776,"[73776, 73776, 73776, 73776, 73776, 73776, 73776, 73776]",106496,4611,4611,0.4312445521354675,0.0418051779270172,0.002,0.7872301340103149,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,4609.0,1.0,0.9662299156188964
NOG-ZO,NOG,4993,4993,8,y_bar,17.53058624267578,3,100003,200003,1163900725,szo,639360,639360,79920,"[79920, 79920, 79920, 79920, 79920, 79920, 79920, 79920]",114688,4995,4995,0.423700749874115,0.0258550234138965,0.002,0.7917140126228333,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,4993.0,1.0,0.9814215898513794
NOG-ZO,NOG,5377,5377,8,y_bar,18.87510585784912,3,100003,200003,1163900725,szo,688512,688512,86064,"[86064, 86064, 86064, 86064, 86064, 86064, 86064, 86064]",122880,5379,5379,0.4180177748203277,0.0340738072991371,0.002,0.7970271110534668,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,5377.0,1.0,0.7819129228591919
NOG-ZO,NOG,5761,5761,8,y_bar,20.26481008529663,3,100003,200003,1163900725,szo,737664,737664,92208,"[92208, 92208, 92208, 92208, 92208, 92208, 92208, 92208]",131072,5763,5763,0.4116943478584289,0.0360993817448616,0.002,0.8073462247848511,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,5761.0,1.0,0.6757354736328125
NOG-ZO,NOG,6145,6145,8,y_bar,21.612927198410038,3,100003,200003,1163900725,szo,786816,786816,98352,"[98352, 98352, 98352, 98352, 98352, 98352, 98352, 98352]",139264,6147,6147,0.4048720300197601,0.0249981712549924,0.002,0.8183716535568237,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,6145.0,1.0,1.43667733669281
NOG-ZO,NOG,6529,6529,8,y_bar,22.95894145965576,3,100003,200003,1163900725,szo,835968,835968,104496,"[104496, 104496, 104496, 104496, 104496, 104496, 104496, 104496]",147456,6531,6531,0.3994874060153961,0.0258142706006765,0.002,0.8280765414237976,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,6529.0,1.0,0.940061330795288
NOG-ZO,NOG,6913,6913,8,y_bar,24.302157163619995,3,100003,200003,1163900725,szo,885120,885120,110640,"[110640, 110640, 110640, 110640, 110640, 110640, 110640, 110640]",155648,6915,6915,0.3945688009262085,0.0283838380128145,0.002,0.8328061103820801,0.002,0.002,0.001,3e-05,,NOG-ZO__M-1__eta-3em05__smooth_B-1,"{""M"": 1, ""eta"": 3e-05, ""smooth_B"": 1}",7678,983040,a9a,real_data_formal,,,,,,,,,,6913.0,1.0,0.8290481567382812
