threshold,method,seed,hit,first_hit_round,first_hit_work,first_hit_eval_work,first_hit_time_sec,first_hit_stat_proxy,first_hit_objective,final_stat_proxy,final_objective
0.012,SmoothedSGD,20006,True,64.0,32768.0,16384.0,0.6753833293914795,0.009428502060472965,0.726810872554779,0.007970944046974182,0.7262126207351685
0.012,SmoothedSGD,20007,True,64.0,32768.0,16384.0,0.6803762912750244,0.010315201245248318,0.7246469855308533,0.007390390615910292,0.724054753780365
0.012,SmoothedSGD,20008,True,1.0,512.0,8192.0,0.08835339546203613,0.011411604471504688,0.7205222845077515,0.007697058841586113,0.7200902700424194
0.012,SmoothedSGD,20009,True,1.0,512.0,8192.0,0.06536173820495605,0.011866875924170017,0.7235474586486816,0.007531438022851944,0.7232140302658081
0.01,NOG,10000,True,84.0,44032.0,32768.0,0.8576755523681641,0.009177847765386105,0.7259069085121155,0.007541374769061804,0.7227508425712585
0.01,NOG,10001,True,12.0,7168.0,16384.0,0.21199584007263184,0.00992508977651596,0.7248396277427673,0.007018395699560642,0.7229752540588379
0.01,NOG,10002,True,84.0,44032.0,32768.0,0.9809110164642334,0.007385872770100832,0.7222414612770081,0.006701142061501741,0.7195964455604553
0.01,NOG,10003,True,84.0,44032.0,32768.0,0.9297261238098145,0.007326359394937754,0.7272692918777466,0.006672304589301348,0.7245553135871887
0.01,NOG,10004,True,12.0,7168.0,16384.0,0.17869329452514648,0.009202796034514904,0.7266470193862915,0.007071743719279766,0.7251401543617249
0.01,NOG,10005,True,12.0,7168.0,16384.0,0.240372896194458,0.009786644019186497,0.7305158972740173,0.006637115962803364,0.7289180159568787
0.01,NOG,10006,True,84.0,44032.0,32768.0,0.9040837287902832,0.00739327073097229,0.7265938520431519,0.00798963475972414,0.7243121266365051
0.01,NOG,10007,True,84.0,44032.0,32768.0,0.8957996368408203,0.00819824542850256,0.7243998050689697,0.008328791707754135,0.7209026217460632
0.01,NOG,10008,True,84.0,44032.0,32768.0,0.9650583267211914,0.007348744664341211,0.7203307151794434,0.0077016898430883884,0.7171528935432434
0.01,NOG,10009,True,84.0,44032.0,32768.0,0.9296066761016846,0.008164101280272007,0.7234292030334473,0.007619023788720369,0.7219770550727844
0.01,SmoothedSGD,20000,True,64.0,32768.0,16384.0,0.6321117877960205,0.00988518912345171,0.7261610627174377,0.008192349225282669,0.7255168557167053
0.01,SmoothedSGD,20001,True,64.0,32768.0,16384.0,0.5722923278808594,0.009586954489350319,0.7248014807701111,0.006972718983888626,0.7245696783065796
0.01,SmoothedSGD,20002,True,128.0,65536.0,24576.0,1.1133644580841064,0.009452818892896175,0.7224482893943787,0.00751896807923913,0.7219439744949341
0.01,SmoothedSGD,20003,True,64.0,32768.0,16384.0,0.5052244663238525,0.008504904806613922,0.7273614406585693,0.007311786059290171,0.7270264029502869
0.01,SmoothedSGD,20004,True,1.0,512.0,8192.0,0.0706017017364502,0.009623244404792786,0.7265936732292175,0.006930860225111246,0.7264286279678345
0.01,SmoothedSGD,20005,True,64.0,32768.0,16384.0,0.5731492042541504,0.008788716048002243,0.7304719090461731,0.006789582781493664,0.7302270531654358
0.01,SmoothedSGD,20006,True,64.0,32768.0,16384.0,0.6753833293914795,0.009428502060472965,0.726810872554779,0.007970944046974182,0.7262126207351685
0.01,SmoothedSGD,20007,True,192.0,98304.0,32768.0,1.7343518733978271,0.008680488914251328,0.7245595455169678,0.007390390615910292,0.724054753780365
0.01,SmoothedSGD,20008,True,128.0,65536.0,24576.0,1.3732142448425293,0.008771060965955257,0.720466673374176,0.007697058841586113,0.7200902700424194
0.01,SmoothedSGD,20009,True,64.0,32768.0,16384.0,0.5459647178649902,0.009670354425907135,0.7235203981399536,0.007531438022851944,0.7232140302658081
0.009,NOG,10000,True,156.0,80896.0,49152.0,1.4797229766845703,0.007851586677134037,0.7255721092224121,0.007541374769061804,0.7227508425712585
0.009,NOG,10001,True,84.0,44032.0,32768.0,0.978600025177002,0.007846033200621605,0.724789023399353,0.007018395699560642,0.7229752540588379
0.009,NOG,10002,True,84.0,44032.0,32768.0,0.9809110164642334,0.007385872770100832,0.7222414612770081,0.006701142061501741,0.7195964455604553
0.009,NOG,10003,True,84.0,44032.0,32768.0,0.9297261238098145,0.007326359394937754,0.7272692918777466,0.006672304589301348,0.7245553135871887
0.009,NOG,10004,True,84.0,44032.0,32768.0,0.8244531154632568,0.006704891566187143,0.7265786528587341,0.007071743719279766,0.7251401543617249
0.009,NOG,10005,True,84.0,44032.0,32768.0,0.9017589092254639,0.007957086898386478,0.7304219603538513,0.006637115962803364,0.7289180159568787
0.009,NOG,10006,True,84.0,44032.0,32768.0,0.9040837287902832,0.00739327073097229,0.7265938520431519,0.00798963475972414,0.7243121266365051
0.009,NOG,10007,True,84.0,44032.0,32768.0,0.8957996368408203,0.00819824542850256,0.7243998050689697,0.008328791707754135,0.7209026217460632
0.009,NOG,10008,True,84.0,44032.0,32768.0,0.9650583267211914,0.007348744664341211,0.7203307151794434,0.0077016898430883884,0.7171528935432434
0.009,NOG,10009,True,84.0,44032.0,32768.0,0.9296066761016846,0.008164101280272007,0.7234292030334473,0.007619023788720369,0.7219770550727844
0.009,SmoothedSGD,20000,True,192.0,98304.0,32768.0,1.7278592586517334,0.0076640909537673,0.7260754108428955,0.008192349225282669,0.7255168557167053
0.009,SmoothedSGD,20001,True,128.0,65536.0,24576.0,1.0869317054748535,0.00855634082108736,0.7247956991195679,0.006972718983888626,0.7245696783065796
0.009,SmoothedSGD,20002,True,192.0,98304.0,32768.0,1.5949499607086182,0.00854666531085968,0.7224158644676208,0.00751896807923913,0.7219439744949341
0.009,SmoothedSGD,20003,True,64.0,32768.0,16384.0,0.5052244663238525,0.008504904806613922,0.7273614406585693,0.007311786059290171,0.7270264029502869
0.009,SmoothedSGD,20004,True,192.0,98304.0,32768.0,1.7073826789855957,0.007687719538807869,0.7265917658805847,0.006930860225111246,0.7264286279678345
0.009,SmoothedSGD,20005,True,64.0,32768.0,16384.0,0.5731492042541504,0.008788716048002243,0.7304719090461731,0.006789582781493664,0.7302270531654358
0.009,SmoothedSGD,20006,True,128.0,65536.0,24576.0,1.2703864574432373,0.00765348831191659,0.7267718315124512,0.007970944046974182,0.7262126207351685
0.009,SmoothedSGD,20007,True,192.0,98304.0,32768.0,1.7343518733978271,0.008680488914251328,0.7245595455169678,0.007390390615910292,0.724054753780365
0.009,SmoothedSGD,20008,True,128.0,65536.0,24576.0,1.3732142448425293,0.008771060965955257,0.720466673374176,0.007697058841586113,0.7200902700424194
0.009,SmoothedSGD,20009,True,128.0,65536.0,24576.0,1.035564661026001,0.008901886641979218,0.7234981060028076,0.007531438022851944,0.7232140302658081
0.008,NOG,10000,True,156.0,80896.0,49152.0,1.4797229766845703,0.007851586677134037,0.7255721092224121,0.007541374769061804,0.7227508425712585
0.008,NOG,10001,True,84.0,44032.0,32768.0,0.978600025177002,0.007846033200621605,0.724789023399353,0.007018395699560642,0.7229752540588379
0.008,NOG,10002,True,84.0,44032.0,32768.0,0.9809110164642334,0.007385872770100832,0.7222414612770081,0.006701142061501741,0.7195964455604553
0.008,NOG,10003,True,84.0,44032.0,32768.0,0.9297261238098145,0.007326359394937754,0.7272692918777466,0.006672304589301348,0.7245553135871887
0.008,NOG,10004,True,84.0,44032.0,32768.0,0.8244531154632568,0.006704891566187143,0.7265786528587341,0.007071743719279766,0.7251401543617249
0.008,NOG,10005,True,84.0,44032.0,32768.0,0.9017589092254639,0.007957086898386478,0.7304219603538513,0.006637115962803364,0.7289180159568787
0.008,NOG,10006,True,84.0,44032.0,32768.0,0.9040837287902832,0.00739327073097229,0.7265938520431519,0.00798963475972414,0.7243121266365051
0.008,NOG,10007,True,156.0,80896.0,49152.0,1.548527717590332,0.007893714122474194,0.7240390181541443,0.008328791707754135,0.7209026217460632
0.008,NOG,10008,True,84.0,44032.0,32768.0,0.9650583267211914,0.007348744664341211,0.7203307151794434,0.0077016898430883884,0.7171528935432434
0.008,NOG,10009,True,156.0,80896.0,49152.0,1.5615313053131104,0.007738955784589052,0.7232564091682434,0.007619023788720369,0.7219770550727844
0.008,SmoothedSGD,20000,True,192.0,98304.0,32768.0,1.7278592586517334,0.0076640909537673,0.7260754108428955,0.008192349225282669,0.7255168557167053
0.008,SmoothedSGD,20001,True,192.0,98304.0,32768.0,1.6057608127593994,0.007720666937530041,0.7247929573059082,0.006972718983888626,0.7245696783065796
0.008,SmoothedSGD,20002,True,256.0,131072.0,40960.0,2.0746095180511475,0.00784620363265276,0.7223882079124451,0.00751896807923913,0.7219439744949341
0.008,SmoothedSGD,20003,True,256.0,131072.0,40960.0,2.1647627353668213,0.007411330472677946,0.7273077964782715,0.007311786059290171,0.7270264029502869
0.008,SmoothedSGD,20004,True,192.0,98304.0,32768.0,1.7073826789855957,0.007687719538807869,0.7265917658805847,0.006930860225111246,0.7264286279678345
0.008,SmoothedSGD,20005,True,320.0,163840.0,49152.0,2.6605682373046875,0.007016253657639027,0.7304099798202515,0.006789582781493664,0.7302270531654358
0.008,SmoothedSGD,20006,True,128.0,65536.0,24576.0,1.2703864574432373,0.00765348831191659,0.7267718315124512,0.007970944046974182,0.7262126207351685
0.008,SmoothedSGD,20007,True,256.0,131072.0,40960.0,2.2452633380889893,0.007760528940707445,0.7245219349861145,0.007390390615910292,0.724054753780365
0.008,SmoothedSGD,20008,True,256.0,131072.0,40960.0,2.73754620552063,0.007985187694430351,0.7204160690307617,0.007697058841586113,0.7200902700424194
0.008,SmoothedSGD,20009,True,256.0,131072.0,40960.0,2.0166983604431152,0.007422321010380983,0.7234567999839783,0.007531438022851944,0.7232140302658081
0.0075,NOG,10000,True,300.0,154624.0,81920.0,2.7822110652923584,0.007398262154310942,0.7249168753623962,0.007541374769061804,0.7227508425712585
0.0075,NOG,10001,True,156.0,80896.0,49152.0,1.7777187824249268,0.007381126284599304,0.7246684432029724,0.007018395699560642,0.7229752540588379
0.0075,NOG,10002,True,84.0,44032.0,32768.0,0.9809110164642334,0.007385872770100832,0.7222414612770081,0.006701142061501741,0.7195964455604553
0.0075,NOG,10003,True,84.0,44032.0,32768.0,0.9297261238098145,0.007326359394937754,0.7272692918777466,0.006672304589301348,0.7245553135871887
0.0075,NOG,10004,True,84.0,44032.0,32768.0,0.8244531154632568,0.006704891566187143,0.7265786528587341,0.007071743719279766,0.7251401543617249
0.0075,NOG,10005,True,156.0,80896.0,49152.0,1.576200246810913,0.007280082441866398,0.7302033305168152,0.006637115962803364,0.7289180159568787
0.0075,NOG,10006,True,84.0,44032.0,32768.0,0.9040837287902832,0.00739327073097229,0.7265938520431519,0.00798963475972414,0.7243121266365051
0.0075,NOG,10007,True,444.0,228352.0,114688.0,4.200414180755615,0.007267432752996683,0.7228079438209534,0.008328791707754135,0.7209026217460632
0.0075,NOG,10008,True,84.0,44032.0,32768.0,0.9650583267211914,0.007348744664341211,0.7203307151794434,0.0077016898430883884,0.7171528935432434
0.0075,NOG,10009,True,300.0,154624.0,81920.0,2.88877534866333,0.007109576836228371,0.7229415774345398,0.007619023788720369,0.7219770550727844
0.0075,SmoothedSGD,20000,True,512.0,262144.0,73728.0,4.259936809539795,0.007475186605006456,0.7258470058441162,0.008192349225282669,0.7255168557167053
0.0075,SmoothedSGD,20001,True,256.0,131072.0,40960.0,2.0784053802490234,0.006494465284049511,0.7247902750968933,0.006972718983888626,0.7245696783065796
0.0075,SmoothedSGD,20002,True,384.0,196608.0,57344.0,3.206489086151123,0.006847279146313667,0.7223007678985596,0.00751896807923913,0.7219439744949341
0.0075,SmoothedSGD,20003,True,256.0,131072.0,40960.0,2.1647627353668213,0.007411330472677946,0.7273077964782715,0.007311786059290171,0.7270264029502869
0.0075,SmoothedSGD,20004,True,256.0,131072.0,40960.0,2.231565475463867,0.007389553356915712,0.7265900373458862,0.006930860225111246,0.7264286279678345
0.0075,SmoothedSGD,20005,True,320.0,163840.0,49152.0,2.6605682373046875,0.007016253657639027,0.7304099798202515,0.006789582781493664,0.7302270531654358
0.0075,SmoothedSGD,20006,True,320.0,163840.0,49152.0,2.814229965209961,0.007307078689336777,0.7266463041305542,0.007970944046974182,0.7262126207351685
0.0075,SmoothedSGD,20007,True,640.0,327680.0,90112.0,5.565509796142578,0.006932242773473263,0.724270761013031,0.007390390615910292,0.724054753780365
0.0075,SmoothedSGD,20008,True,320.0,163840.0,49152.0,3.364457845687866,0.007070894818753004,0.7203994989395142,0.007697058841586113,0.7200902700424194
0.0075,SmoothedSGD,20009,True,256.0,131072.0,40960.0,2.0166983604431152,0.007422321010380983,0.7234567999839783,0.007531438022851944,0.7232140302658081
0.007,NOG,10000,True,588.0,302080.0,147456.0,5.291243314743042,0.006931344512850046,0.7237984538078308,0.007541374769061804,0.7227508425712585
0.007,NOG,10001,True,732.0,375808.0,180224.0,7.157184600830078,0.006490320432931185,0.7234523892402649,0.007018395699560642,0.7229752540588379
0.007,NOG,10002,True,960.0,492544.0,245760.0,10.069887399673462,0.006701142061501741,0.7195964455604553,0.006701142061501741,0.7195964455604553
0.007,NOG,10003,True,516.0,265216.0,131072.0,4.923317193984985,0.006598268169909716,0.7258365154266357,0.006672304589301348,0.7245553135871887
0.007,NOG,10004,True,84.0,44032.0,32768.0,0.8244531154632568,0.006704891566187143,0.7265786528587341,0.007071743719279766,0.7251401543617249
0.007,NOG,10005,True,228.0,117760.0,65536.0,2.1958277225494385,0.006984880659729242,0.7300485968589783,0.006637115962803364,0.7289180159568787
0.007,NOG,10006,True,156.0,80896.0,49152.0,1.5932345390319824,0.006970921065658331,0.7263166904449463,0.00798963475972414,0.7243121266365051
0.007,NOG,10007,True,660.0,338944.0,163840.0,6.250317335128784,0.006307338830083609,0.7219321727752686,0.008328791707754135,0.7209026217460632
0.007,NOG,10008,True,372.0,191488.0,98304.0,3.7254457473754883,0.006967582274228334,0.7194522023200989,0.0077016898430883884,0.7171528935432434
0.007,NOG,10009,True,444.0,228352.0,114688.0,4.1746180057525635,0.006731318775564432,0.722649335861206,0.007619023788720369,0.7219770550727844
0.007,SmoothedSGD,20000,True,832.0,425984.0,114688.0,6.720214605331421,0.006847078911960125,0.7256137728691101,0.008192349225282669,0.7255168557167053
0.007,SmoothedSGD,20001,True,256.0,131072.0,40960.0,2.0784053802490234,0.006494465284049511,0.7247902750968933,0.006972718983888626,0.7245696783065796
0.007,SmoothedSGD,20002,True,384.0,196608.0,57344.0,3.206489086151123,0.006847279146313667,0.7223007678985596,0.00751896807923913,0.7219439744949341
0.007,SmoothedSGD,20003,True,384.0,196608.0,57344.0,3.153817892074585,0.006461090873926878,0.7272530794143677,0.007311786059290171,0.7270264029502869
0.007,SmoothedSGD,20004,True,384.0,196608.0,57344.0,3.2730467319488525,0.0069190822541713715,0.7265848517417908,0.006930860225111246,0.7264286279678345
0.007,SmoothedSGD,20005,True,384.0,196608.0,57344.0,3.170771360397339,0.006872431840747595,0.7303956747055054,0.006789582781493664,0.7302270531654358
0.007,SmoothedSGD,20006,True,384.0,196608.0,57344.0,3.328756332397461,0.00688755139708519,0.7266024351119995,0.007970944046974182,0.7262126207351685
0.007,SmoothedSGD,20007,True,640.0,327680.0,90112.0,5.565509796142578,0.006932242773473263,0.724270761013031,0.007390390615910292,0.724054753780365
0.007,SmoothedSGD,20008,True,512.0,262144.0,73728.0,5.199002504348755,0.006497453898191452,0.7203161716461182,0.007697058841586113,0.7200902700424194
0.007,SmoothedSGD,20009,True,384.0,196608.0,57344.0,2.9509570598602295,0.006984480656683445,0.7234148979187012,0.007531438022851944,0.7232140302658081
